,ID,оквэд,расшифровка оквэд,Отрасль,Субъект,Округ,текущая стоимость бизнеса,ликвидационная стоимость бизнеса,расчёт возвратности средств для кредиторов,потребность в оборотных средствах,прибыль до налогообложения,задолженность по налогам,исполнительное производство без учета налогов,Лимит поручительства,ранг платёжеспособности,возраст организации,возбуждено производство по делу о несостоятельности (банкротстве),иностранные лица в органах управления (соучредители/руководители/участники) из недружественных юрисдикций,увольнение сотрудников (снижение среднесписочной численности),"привлечение к субсидиарной ответственности, взысканию убытков",наличие долга по платежам в бюджет,проводится выездная налоговая проверка,наличие информации о недостоверности сведений,директор или учредитель – дисквалифицированное лицо,наличие приостановления операций по счетам,динамика выручки по сравнению с предыдущим отчетным периодом (квартал),динамика совокупных активов,публикация в ефрсдюл о намерении обратиться в суд о признании лица банкротом кредитором,публикация в ефрсдюл о намерении обратиться в суд о признании лица банкротом должником,доля вычетов по ндс более 89%.,отклонение показателя налоговой нагрузки от среднеотраслевого показателя,коэффициент долга по 44-фз,коэффициент финансового рычага,налоговые разрывы 1 звена с покупателями и продавцами / выручка за 4 предыдущих квартала,налоговый долг/доход по налоговой декларации,отношение неоплаченной суммы по исполнительному производству (без налогов) и долга по налогам к выручке за предшествующие 12 месяцев,налоговые разрывы 2 звена с покупателями и продавцами / выручка за 4 предыдущих квартала,введена процедура банкротства/ликвидация,отсутствие расчетных счетов,"доля стоимости регистрируемого имущества в залоге от всего регистрируемого имущества составляет менее 0,5",рост доли стоимости залогового имущества за 6 месяцев,рост стоимости регистрируемого имущества по отношении к данным на 6 месяцев назад,лица в органах управления ранее привлечены к субсидиарной ответственности (взысканы убытки),расчеты через третьих лиц по отношению к выручке,изменение доли прибыли в выручке с начала текущего года по сравнению с аналогичным периодом прошлого года,коэффициент верификации кредиторской задолженности в бухгалтерской отчетности,коэффициент верификации данных основных средств в бухгалтерской отчетности,коэффициент верификации данных о выручке в бухгалтерской отчетности,коэффициент верификации данных о залогах в бухгалтерской отчетности,коэффициент обеспеченности собственным капиталом,коэффициент рентабельности активов,коэффициент покрытия процентов,коэффициент платежеспособности,коэффициент текущей ликвидности,46 нк рф > 3 месяцев
4080,1000004397,22.29.2,"Производство прочих изделий из пластмасс, не включенных в другие группировки, кроме устройств пломбировочных из пластика",Производство резиновых и пластмассовых изделий,Республика Татарстан,ПРИВОЛЖСКИЙ ФЕДЕРАЛЬНЫЙ ОКРУГ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,не может быть поручителем,0.0,0.8086823758352112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.8293203023928752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.858936787752712,0.0,0.0,0.0,0.0,-1.5319933991216397,0.0,1.0094676012019006,0.0,0.0,0.0,0.0,-2.276470311759446,0.0,0.0,0.0,0.0,0.0,0.0,1.850697686571583,0.0,0.0,0.0
4081,1000004398,17.29,Производство прочих изделий из бумаги и картона,Производство бумаги и бумажных изделий,Челябинская область,УРАЛЬСКИЙ ФЕДЕРАЛЬНЫЙ ОКРУГ,152667.3,59667.3,0.14,6506.0,93000.0,0.0,0.0,не может быть поручителем,4.536854266572455,0.8086823758352112,0.0,0.0,0.0,0.0,0.0,0.0,-1.8240556519999087,0.0,0.0,0.0,-2.068792453368104,0.0,0.0,0.0,0.0,0.0,-3.858936787752712,0.0,0.0,0.0,0.0,0.0,0.0,1.0094676012019006,0.0,0.0,0.0,0.0,-2.276470311759446,0.0,0.0,0.0,0.0,2.734732122912796,2.2814506678337785,1.850697686571583,-4.528468736257782,-4.59145224664486,0.0
4082,1000004399,41.20,Строительство жилых и нежилых зданий,Строительство зданий,город Москва,ЦЕНТРАЛЬНЫЙ ФЕДЕРАЛЬНЫЙ ОКРУГ,2110815.1,1191815.1,0.05,5348332.67,247000.0,0.0,0.0,727867.275862069,21.30088075076557,0.8086823758352112,0.0,0.0,0.0,0.0,0.0,0.0,-1.8240556519999087,0.0,-2.8293203023928752,0.0,-2.068792453368104,0.0,0.0,0.0,-2.6719210905012134,0.0,-3.858936787752712,0.0,0.0,0.0,0.0,0.0,0.0,1.0094676012019006,0.0,0.0,0.0,0.0,-2.276470311759446,0.0,0.0,0.0,0.0,0.0,2.2814506678337785,1.850697686571583,-4.528468736257782,-4.59145224664486,0.0
4083,1000004401,41.20,Строительство жилых и нежилых зданий,Строительство зданий,Красноярский край,СИБИРСКИЙ ФЕДЕРАЛЬНЫЙ ОКРУГ,3897246.0,1107246.0,0.35,3242333.33,2790000.0,0.0,0.0,1343877.9310344828,39.79852552432646,0.8086823758352112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.8293203023928752,1.1042685244517596,-2.068792453368104,0.0,0.0,0.0,0.0,0.0,-3.858936787752712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.276470311759446,0.0,0.0,0.0,1.1721349848971097,2.734732122912796,2.2814506678337785,1.850697686571583,-4.528468736257782,-4.59145224664486,0.0
4084,1000004402,43.99,"Работы строительные специализированные прочие, не включенные в другие группировки",Работы строительные специализированные,Саратовская область,ПРИВОЛЖСКИЙ ФЕДЕРАЛЬНЫЙ ОКРУГ,10285.3,6285.3,0.04,52666.67,0.0,0.0,0.0,не может быть поручителем,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.190160505434645,0.0,0.0,0.0,0.0,0.0,-3.858936787752712,0.0,0.0,0.0,0.0,0.0,0.0,1.0094676012019006,0.0,0.0,0.0,0.0,-2.276470311759446,0.0,0.0,0.703867428758658,0.0,0.0,-3.117088918400753,1.850697686571583,-4.528468736257782,-4.59145224664486,0.0
4085,1000004404,05.10.1,Добыча угля и антрацита,Добыча угля,Республика Карелия,СЕВЕРО-ЗАПАДНЫЙ ФЕДЕРАЛЬНЫЙ ОКРУГ,5854.8,5854.8,0.02,666.67,0.0,0.0,0.0,не может быть поручителем,9.606693856881884,0.8086823758352112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.858936787752712,0.0,0.0,0.0,0.0,0.0,-1.8043014445369647,1.0094676012019006,0.0,0.0,0.0,0.0,-2.276470311759446,0.0,0.0,0.0,0.0,2.734732122912796,2.2814506678337785,1.850697686571583,2.046855697165502,1.814516249410234,0.0
4086,1000004405,28.12.1,Производство гидравлических и пневматических силовых установок и двигателей,"Производство машин и оборудования, не включенных в другие группировки",Пермский край,ПРИВОЛЖСКИЙ ФЕДЕРАЛЬНЫЙ ОКРУГ,56060218.0,5846417.6,0.06,14188843.67,424000.0,0.0,600.0,19331109.655172415,55.406064575240194,0.8086823758352112,0.0,0.0,0.5613773961638217,0.0,0.0,0.0,0.0,0.0,0.0,1.1042685244517596,2.190160505434645,0.0,0.0,-2.6429645709531853,-2.6719210905012134,0.0,-3.858936787752712,0.0,0.0,0.0,0.0,0.0,0.0,1.0094676012019006,0.0,0.0,0.0,0.0,-2.276470311759446,0.0,0.0,0.0,0.0,0.0,-3.117088918400753,-2.580589165577194,-4.528468736257782,-4.59145224664486,0.0
4087,1000004406,46.73.3,Торговля оптовая санитарно-техническим оборудованием,"Торговля оптовая, кроме оптовой торговли автотранспортными средствами и мотоциклами",Рязанская область,ЦЕНТРАЛЬНЫЙ ФЕДЕРАЛЬНЫЙ ОКРУГ,111159.8,10159.8,1.0,0.0,0.0,0.0,0.0,38330.965517241384,21.526992428683727,0.8086823758352112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1042685244517596,-2.068792453368104,0.0,0.0,0.0,0.0,0.0,1.916256425904387,0.0,0.0,0.0,0.0,0.0,0.0,1.0094676012019006,0.0,0.0,0.0,0.0,-2.276470311759446,0.0,0.0,0.703867428758658,0.0,2.734732122912796,-3.117088918400753,1.850697686571583,2.046855697165502,1.814516249410234,0.0
4088,1000004408,06.20,Добыча природного газа и газового конденсата,Добыча сырой нефти и природного газа,Ямало-Hенецкий АО,УРАЛЬСКИЙ ФЕДЕРАЛЬНЫЙ ОКРУГ,0.0,69568.8,0.0,10359000.0,0.0,136113.6,0.0,не может быть поручителем,0.0,0.8086823758352112,0.0,0.0,0.0,0.0,-2.646302030096681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.858936787752712,0.0,0.0,0.0,0.0,0.0,0.0,1.0094676012019006,0.0,0.0,0.0,0.0,-2.276470311759446,0.0,0.0,0.0,0.0,2.734732122912796,0.0,1.850697686571583,-4.528468736257782,-4.59145224664486,0.0
4089,1000004409,41.20,Строительство жилых и нежилых зданий,Строительство зданий,"Иные территории, включая город и космодром Байконур","Иные территории, включая город и космодром Байконур",0.0,0.0,0.0,0.0,0.0,0.0,0.0,не может быть поручителем,2.549623354843112,0.8086823758352112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.858936787752712,0.0,0.0,0.0,0.0,0.0,0.0,1.0094676012019006,0.0,0.0,0.0,0.0,-2.276470311759446,0.0,0.0,0.0,0.0,2.734732122912796,2.2814506678337785,1.850697686571583,0.0,0.0,0.0
4090,1000004410,46.90,Торговля оптовая неспециализированная,"Торговля оптовая, кроме оптовой торговли автотранспортными средствами и мотоциклами",город Москва,ЦЕНТРАЛЬНЫЙ ФЕДЕРАЛЬНЫЙ ОКРУГ,24238.6,2238.6,0.23,0.0,22000.0,0.0,0.0,не может быть поручителем,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.6429645709531853,-2.6719210905012134,0.0,-3.858936787752712,0.0,0.0,0.0,0.0,0.0,0.0,1.0094676012019006,0.0,0.0,0.0,0.0,-2.276470311759446,0.0,0.0,0.0,0.0,2.734732122912796,2.2814506678337785,1.850697686571583,-4.528468736257782,-4.59145224664486,0.0
4091,1000004411,01.1,Выращивание однолетних культур,"Растениеводство и животноводство, охота и предоставление соответствующих услуг в этих областях",Калужская область,ЦЕНТРАЛЬНЫЙ ФЕДЕРАЛЬНЫЙ ОКРУГ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,не может быть поручителем,0.0,0.8086823758352112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.858936787752712,0.0,0.0,0.0,0.0,0.0,0.0,1.0094676012019006,0.0,0.0,0.0,0.0,-2.276470311759446,0.0,0.0,0.0,0.0,0.0,0.0,1.850697686571583,0.0,0.0,0.0
4092,1000004412,43.3,Работы строительные отделочные,Работы строительные специализированные,Пензенская область,ПРИВОЛЖСКИЙ ФЕДЕРАЛЬНЫЙ ОКРУГ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,не может быть поручителем,0.0,0.8086823758352112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.858936787752712,0.0,0.0,0.0,0.0,0.0,-1.8043014445369647,1.0094676012019006,0.0,0.0,0.0,0.0,-2.276470311759446,0.0,0.0,0.0,0.0,2.734732122912796,0.0,1.850697686571583,0.0,0.0,0.0
4093,1000004413,16.10,Распиловка и строгание древесины,"Обработка древесины и производство изделий из дерева и пробки, кроме мебели, производство изделий из соломки и материалов для плетения",Республика Татарстан,ПРИВОЛЖСКИЙ ФЕДЕРАЛЬНЫЙ ОКРУГ,335.37,0.0,0.0,86678.67,8000.0,7664.63,0.0,не может быть поручителем,0.0,0.8086823758352112,0.0,0.0,0.0,0.0,-2.646302030096681,0.0,0.0,0.0,0.0,1.1042685244517596,2.190160505434645,0.0,0.0,-2.6429645709531853,-2.6719210905012134,0.0,-3.858936787752712,0.0,0.0,0.0,0.0,0.0,0.0,1.0094676012019006,0.0,0.0,0.0,0.0,1.172736024440367,0.0,0.0,0.0,0.0,2.734732122912796,2.2814506678337785,1.850697686571583,-4.528468736257782,-4.59145224664486,0.0
4094,1000004414,43.12.2,"Производство дренажных работ на сельскохозяйственных землях, землях лесных территорий, а также на строительных площадках",Работы строительные специализированные,Республика Мордовия,ПРИВОЛЖСКИЙ ФЕДЕРАЛЬНЫЙ ОКРУГ,532893.84,535972.5,0.53,312333.33,0.0,3078.66,0.0,183756.49655172412,21.48204053631045,0.8086823758352112,0.0,0.0,0.0,0.0,-2.646302030096681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.858936787752712,0.0,0.0,0.0,0.0,0.0,-1.8043014445369647,1.0094676012019006,0.0,0.0,0.0,0.0,-2.276470311759446,0.0,0.0,0.0,0.0,2.734732122912796,0.0,1.850697686571583,2.046855697165502,1.814516249410234,-3.196900622640974
4095,1000004415,07.29.41,"Добыча руд и песков драгоценных металлов (золота, серебра и металлов платиновой группы)",Добыча металлических руд,Красноярский край,СИБИРСКИЙ ФЕДЕРАЛЬНЫЙ ОКРУГ,133493023.28,10864400.3,0.21,0.0,96041000.0,10643477.84,0.0,46032076.99310345,66.50654062432534,0.8086823758352112,0.0,0.0,0.0,0.0,-2.646302030096681,0.0,-1.8240556519999087,0.0,0.0,0.0,2.190160505434645,0.0,0.0,-2.6429645709531853,0.0,0.0,-3.858936787752712,0.0,0.0,0.0,0.0,0.0,0.0,1.0094676012019006,0.0,0.0,0.0,0.0,-2.276470311759446,0.0,0.0,0.0,0.0,2.734732122912796,2.2814506678337785,1.850697686571583,-4.528468736257782,-4.59145224664486,0.0
4096,1000004416,41.20,Строительство жилых и нежилых зданий,Строительство зданий,город Москва,ЦЕНТРАЛЬНЫЙ ФЕДЕРАЛЬНЫЙ ОКРУГ,4057983.3,193983.3,0.01,227509.0,2998000.0,0.0,0.0,1399304.5862068965,43.509319183037725,0.8086823758352112,0.0,0.0,0.5613773961638217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.190160505434645,0.0,0.0,0.0,-2.6719210905012134,0.0,-3.858936787752712,0.0,0.0,0.0,0.0,0.0,0.0,1.0094676012019006,0.0,0.0,0.0,0.0,-2.276470311759446,0.0,0.0,0.0,0.0,2.734732122912796,2.2814506678337785,1.850697686571583,-4.528468736257782,-4.59145224664486,0.0
4097,1000004417,01.13,"Выращивание овощей, бахчевых, корнеплодных и клубнеплодных культур, грибов и трюфелей","Растениеводство и животноводство, охота и предоставление соответствующих услуг в этих областях",Магаданская область,ДАЛЬНЕВОСТОЧНЫЙ ФЕДЕРАЛЬНЫЙ ОКРУГ,12438542.9,674142.9,0.54,390000.0,0.0,0.0,0.0,4289152.724137931,56.70962910027051,0.8086823758352112,0.0,0.0,0.5613773961638217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.858936787752712,0.0,0.0,0.0,0.0,0.0,0.0,1.0094676012019006,0.0,0.0,0.0,0.0,-2.276470311759446,0.0,0.0,0.0,0.0,2.734732122912796,0.0,1.850697686571583,-4.528468736257782,-4.59145224664486,0.0
4098,1000004418,01.13.6,Выращивание грибов и трюфелей,"Растениеводство и животноводство, охота и предоставление соответствующих услуг в этих областях",город Москва,ЦЕНТРАЛЬНЫЙ ФЕДЕРАЛЬНЫЙ ОКРУГ,861.0,861.0,0.0,0.0,0.0,0.0,0.0,не может быть поручителем,1.740940979007901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.858936787752712,0.0,0.0,0.0,0.0,0.0,0.0,1.0094676012019006,0.0,0.0,0.0,0.0,-2.276470311759446,0.0,0.0,0.0,0.0,2.734732122912796,2.2814506678337785,1.850697686571583,0.0,0.0,0.0
4099,1000004419,21.20,"Производство лекарственных препаратов и материалов, применяемых в медицинских целях и ветеринарии","Производство лекарственных средств и материалов, применяемых в медицинских целях",город Санкт-Петербург,СЕВЕРО-ЗАПАДНЫЙ ФЕДЕРАЛЬНЫЙ ОКРУГ,152741.4,152741.4,0.07,91666.67,0.0,0.0,0.0,не может быть поручителем,3.890668804490709,0.8086823758352112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.858936787752712,0.0,0.0,0.0,0.0,0.0,-1.8043014445369647,1.0094676012019006,0.0,0.0,0.0,0.0,-2.276470311759446,0.0,0.0,0.0,0.0,0.0,2.2814506678337785,1.850697686571583,-4.528468736257782,-4.59145224664486,0.0
4100,1000004420,01.13.1,Выращивание овощей,"Растениеводство и животноводство, охота и предоставление соответствующих услуг в этих областях",Сахалинская область,ДАЛЬНЕВОСТОЧНЫЙ ФЕДЕРАЛЬНЫЙ ОКРУГ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,не может быть поручителем,0.0,0.8086823758352112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.858936787752712,0.0,0.0,0.0,0.0,0.0,0.0,1.0094676012019006,0.0,0.0,0.0,0.0,-2.276470311759446,0.0,0.0,0.0,0.0,0.0,0.0,1.850697686571583,0.0,0.0,0.0
4101,1000004421,31.0,Производство мебели,Производство мебели,Забайкальский край,ДАЛЬНЕВОСТОЧНЫЙ ФЕДЕРАЛЬНЫЙ ОКРУГ,0.0,0.0,0.0,35715.0,0.0,0.0,107145.0,не может быть поручителем,0.0,0.8086823758352112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.858936787752712,0.0,0.0,0.0,0.0,0.0,-1.8043014445369647,1.0094676012019006,0.0,0.0,0.0,0.0,-2.276470311759446,0.0,0.0,0.0,0.0,2.734732122912796,0.0,1.850697686571583,0.0,0.0,0.0
4102,1000004422,03.2,Рыбоводство,Рыболовство и рыбоводство,Республика Марий-Эл,ПРИВОЛЖСКИЙ ФЕДЕРАЛЬНЫЙ ОКРУГ,71762731.6,14326492.4,1.0,278000.0,153000.0,0.0,0.0,24745769.517241377,59.94843003153304,0.8086823758352112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.8293203023928752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.858936787752712,0.0,0.0,0.0,0.0,0.0,0.0,1.0094676012019006,0.0,0.0,0.0,0.0,-2.276470311759446,0.0,2.005739415471644,0.0,1.1721349848971097,2.734732122912796,-3.117088918400753,-2.580589165577194,-4.528468736257782,-4.59145224664486,0.0
4103,1000004423,01.5,Смешанное сельское хозяйство,"Растениеводство и животноводство, охота и предоставление соответствующих услуг в этих областях",Оренбургская область,ПРИВОЛЖСКИЙ ФЕДЕРАЛЬНЫЙ ОКРУГ,8394961.7,651961.7,1.0,127333.33,0.0,0.0,0.0,2894814.379310345,54.85465246439568,0.8086823758352112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.068792453368104,0.0,0.0,0.0,0.0,0.0,1.916256425904387,0.0,0.0,0.0,0.0,0.0,0.0,1.0094676012019006,0.0,0.0,0.0,0.0,-2.276470311759446,0.0,0.0,0.0,0.0,2.734732122912796,0.0,1.850697686571583,-4.528468736257782,-4.59145224664486,0.0
4104,1000004424,24.20,"Производство стальных труб, полых профилей и фитингов",Производство металлургическое,город Москва,ЦЕНТРАЛЬНЫЙ ФЕДЕРАЛЬНЫЙ ОКРУГ,48148105.1,2651105.1,0.02,10397808.33,8418000.0,0.0,0.0,16602794.862068966,66.3353976724639,0.8086823758352112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1042685244517596,2.190160505434645,0.0,0.0,0.0,-2.6719210905012134,0.0,-3.858936787752712,0.0,0.0,0.0,0.0,0.0,0.0,1.0094676012019006,0.0,0.0,0.0,0.0,1.172736024440367,0.0,0.0,0.0,0.0,0.0,2.2814506678337785,-2.580589165577194,-4.528468736257782,-4.59145224664486,0.0
4105,1000004425,41.20,Строительство жилых и нежилых зданий,Строительство зданий,Московская область,ЦЕНТРАЛЬНЫЙ ФЕДЕРАЛЬНЫЙ ОКРУГ,1825009.9,117009.9,0.01,2937541.67,876000.0,0.0,0.0,629313.7586206896,29.2358910136235,0.8086823758352112,0.0,0.0,0.5613773961638217,0.0,0.0,0.0,0.0,0.0,0.0,1.1042685244517596,2.190160505434645,0.0,0.0,-2.6429645709531853,-2.6719210905012134,0.0,-3.858936787752712,0.0,0.0,0.0,0.0,0.0,0.0,1.0094676012019006,0.0,0.0,0.0,0.0,-2.276470311759446,0.0,0.0,0.0,0.0,0.0,2.2814506678337785,1.850697686571583,-4.528468736257782,-4.59145224664486,0.0
4106,1000004426,01.50,Смешанное сельское хозяйство,"Растениеводство и животноводство, охота и предоставление соответствующих услуг в этих областях",Рязанская область,ЦЕНТРАЛЬНЫЙ ФЕДЕРАЛЬНЫЙ ОКРУГ,0.0,0.0,0.0,408.33,0.0,1225.0,0.0,не может быть поручителем,0.0,0.8086823758352112,0.0,0.0,0.0,0.0,-2.646302030096681,0.0,0.0,0.0,-2.8293203023928752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.858936787752712,0.0,0.0,0.0,0.0,0.0,0.0,1.0094676012019006,0.0,0.0,0.0,0.0,-2.276470311759446,0.0,0.0,0.0,0.0,2.734732122912796,2.2814506678337785,1.850697686571583,0.0,0.0,-3.196900622640974
4107,1000004427,42.11,Строительство автомобильных дорог и автомагистралей,Строительство инженерных сооружений,Красноярский край,СИБИРСКИЙ ФЕДЕРАЛЬНЫЙ ОКРУГ,9916258.0,1983251.6,0.0,0.0,0.0,0.0,0.0,3419399.310344828,60.61479673261655,0.8086823758352112,0.0,0.0,0.0,0.0,0.0,0.0,-1.8240556519999087,0.0,-2.8293203023928752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.858936787752712,0.0,0.0,0.0,0.0,0.0,0.0,1.0094676012019006,0.0,0.0,0.0,0.0,-2.276470311759446,0.0,0.0,0.0,0.0,2.734732122912796,0.0,1.850697686571583,0.0,0.0,0.0
4108,1000004428,25.12,Производство металлических дверей и окон,"Производство готовых металлических изделий, кроме машин и оборудования",Тульская область,ЦЕНТРАЛЬНЫЙ ФЕДЕРАЛЬНЫЙ ОКРУГ,11707056.0,2337411.2,1.0,0.0,20000.0,0.0,0.0,4036915.8620689656,69.02271424702957,0.8086823758352112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.3252280164928223,-2.068792453368104,0.0,0.0,0.0,0.0,0.0,-3.858936787752712,0.0,0.0,0.0,0.0,0.0,0.0,1.0094676012019006,0.0,0.0,0.0,0.0,-2.276470311759446,0.0,2.005739415471644,0.0,0.0,2.734732122912796,2.2814506678337785,1.850697686571583,2.046855697165502,1.814516249410234,0.0
4109,1000004429,16.29.1,Производство прочих деревянных изделий,"Обработка древесины и производство изделий из дерева и пробки, кроме мебели, производство изделий из соломки и материалов для плетения",Рязанская область,ЦЕНТРАЛЬНЫЙ ФЕДЕРАЛЬНЫЙ ОКРУГ,0.0,0.0,0.0,15126.2,0.0,31878.61,13500.0,не может быть поручителем,0.0,0.8086823758352112,0.0,0.0,0.0,0.0,-2.646302030096681,0.0,-1.8240556519999087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.858936787752712,0.0,0.0,0.0,0.0,0.0,-1.8043014445369647,1.0094676012019006,0.0,0.0,0.0,0.0,-2.276470311759446,0.0,0.0,0.0,0.0,2.734732122912796,2.2814506678337785,1.850697686571583,0.0,0.0,-3.196900622640974
4110,1000004431,11.05,Производство пива,Производство напитков,Ульяновская область,ПРИВОЛЖСКИЙ ФЕДЕРАЛЬНЫЙ ОКРУГ,0.0,100889999.95,0.0,3910868858.89,14509000.0,11763065952.39,406130.27,не может быть поручителем,0.0,0.8086823758352112,0.0,0.0,0.0,0.0,-2.646302030096681,0.0,-1.8240556519999087,0.0,-2.8293203023928752,-2.3252280164928223,0.0,0.0,0.0,0.0,-2.6719210905012134,0.0,-3.858936787752712,0.0,-2.177362143635184,0.0,0.0,-1.5319933991216397,0.0,1.0094676012019006,0.0,0.0,0.0,0.0,1.172736024440367,-1.2320171511108535,0.0,0.0,0.0,0.0,2.2814506678337785,1.850697686571583,-4.528468736257782,-4.59145224664486,0.0
4111,1000004432,10.51,Производство молока (кроме сырого) и молочной продукции,Производство пищевых продуктов,Белгородская область,ЦЕНТРАЛЬНЫЙ ФЕДЕРАЛЬНЫЙ ОКРУГ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,не может быть поручителем,2.549623354843112,0.8086823758352112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.858936787752712,0.0,0.0,0.0,0.0,0.0,0.0,1.0094676012019006,0.0,0.0,0.0,0.0,-2.276470311759446,0.0,0.0,0.0,0.0,2.734732122912796,2.2814506678337785,1.850697686571583,0.0,0.0,0.0
4112,1000004434,41.20,Строительство жилых и нежилых зданий,Строительство зданий,Ленинградская область,СЕВЕРО-ЗАПАДНЫЙ ФЕДЕРАЛЬНЫЙ ОКРУГ,67588.5,67588.5,0.01,281333.33,0.0,0.0,0.0,не может быть поручителем,0.0,0.8086823758352112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.858936787752712,0.0,0.0,0.0,0.0,0.0,0.0,1.0094676012019006,0.0,0.0,0.0,0.0,-2.276470311759446,0.0,0.0,0.0,0.0,0.0,0.0,1.850697686571583,-4.528468736257782,-4.59145224664486,0.0
4113,1000004436,42.21,"Строительство инженерных коммуникаций для водоснабжения и водоотведения, газоснабжения",Строительство инженерных сооружений,Московская область,ЦЕНТРАЛЬНЫЙ ФЕДЕРАЛЬНЫЙ ОКРУГ,156680.8,78080.8,0.12,4840.33,0.0,0.0,0.0,не может быть поручителем,0.0,0.8086823758352112,0.0,0.0,0.0,0.0,0.0,0.0,-1.8240556519999087,0.0,0.0,-2.3252280164928223,-2.068792453368104,0.0,0.0,0.0,0.0,0.0,-3.858936787752712,0.0,0.0,0.0,0.0,0.0,0.0,1.0094676012019006,0.0,0.0,0.0,0.0,-2.276470311759446,0.0,0.0,0.0,0.0,2.734732122912796,-3.117088918400753,1.850697686571583,-4.528468736257782,-4.59145224664486,0.0
4114,1000004437,01.61,Предоставление услуг в области растениеводства,"Растениеводство и животноводство, охота и предоставление соответствующих услуг в этих областях",Новосибирская область,СИБИРСКИЙ ФЕДЕРАЛЬНЫЙ ОКРУГ,2573555.29,515094.6,1.0,639.24,0.0,1917.71,0.0,887432.8586206897,36.01404463609479,0.8086823758352112,0.0,0.0,0.0,0.0,-2.646302030096681,0.0,0.0,0.0,0.0,0.0,-2.068792453368104,0.0,0.0,0.0,0.0,0.0,-3.858936787752712,0.0,0.0,0.0,0.0,0.0,-1.8043014445369647,1.0094676012019006,0.0,0.0,0.0,0.0,-2.276470311759446,0.0,0.0,0.0,0.0,0.0,0.0,1.850697686571583,0.0,0.0,0.0
4115,1000004438,15.20,Производство обуви,Производство кожи и изделий из кожи,город Москва,ЦЕНТРАЛЬНЫЙ ФЕДЕРАЛЬНЫЙ ОКРУГ,253258.3,258.3,0.01,10666.67,258000.0,1000.0,4000.0,не может быть поручителем,8.714607888475685,0.8086823758352112,0.0,0.0,0.0,0.0,-2.646302030096681,0.0,0.0,0.0,0.0,0.0,-2.068792453368104,0.0,0.0,0.0,0.0,0.0,-3.858936787752712,0.0,0.0,0.0,0.0,0.0,0.0,1.0094676012019006,0.0,0.0,0.0,0.0,-2.276470311759446,0.0,0.0,0.0,0.0,2.734732122912796,2.2814506678337785,1.850697686571583,-4.528468736257782,-4.59145224664486,0.0
