,ID,оквэд,расшифровка оквэд,Отрасль,Субъект,Округ,текущая стоимость бизнеса,ликвидационная стоимость бизнеса,расчёт возвратности средств для кредиторов,потребность в оборотных средствах,прибыль до налогообложения,задолженность по налогам,исполнительное производство без учета налогов,Лимит поручительства,ранг платёжеспособности,возраст организации,возбуждено производство по делу о несостоятельности (банкротстве),иностранные лица в органах управления (соучредители/руководители/участники) из недружественных юрисдикций,увольнение сотрудников (снижение среднесписочной численности),"привлечение к субсидиарной ответственности, взысканию убытков",наличие долга по платежам в бюджет,проводится выездная налоговая проверка,наличие информации о недостоверности сведений,директор или учредитель – дисквалифицированное лицо,наличие приостановления операций по счетам,динамика выручки по сравнению с предыдущим отчетным периодом (квартал),динамика совокупных активов,публикация в ефрсдюл о намерении обратиться в суд о признании лица банкротом кредитором,публикация в ефрсдюл о намерении обратиться в суд о признании лица банкротом должником,доля вычетов по ндс более 89%.,отклонение показателя налоговой нагрузки от среднеотраслевого показателя,коэффициент долга по 44-фз,коэффициент финансового рычага,налоговые разрывы 1 звена с покупателями и продавцами / выручка за 4 предыдущих квартала,налоговый долг/доход по налоговой декларации,отношение неоплаченной суммы по исполнительному производству (без налогов) и долга по налогам к выручке за предшествующие 12 месяцев,налоговые разрывы 2 звена с покупателями и продавцами / выручка за 4 предыдущих квартала,введена процедура банкротства/ликвидация,отсутствие расчетных счетов,"доля стоимости регистрируемого имущества в залоге от всего регистрируемого имущества составляет менее 0,5",рост доли стоимости залогового имущества за 6 месяцев,рост стоимости регистрируемого имущества по отношении к данным на 6 месяцев назад,лица в органах управления ранее привлечены к субсидиарной ответственности (взысканы убытки),расчеты через третьих лиц по отношению к выручке,изменение доли прибыли в выручке с начала текущего года по сравнению с аналогичным периодом прошлого года,коэффициент верификации кредиторской задолженности в бухгалтерской отчетности,коэффициент верификации данных основных средств в бухгалтерской отчетности,коэффициент верификации данных о выручке в бухгалтерской отчетности,коэффициент верификации данных о залогах в бухгалтерской отчетности,коэффициент обеспеченности собственным капиталом,коэффициент рентабельности активов,коэффициент покрытия процентов,коэффициент платежеспособности,коэффициент текущей ликвидности,46 нк рф > 3 месяцев
0,1000000001,01.13.3,Выращивание столовых корнеплодных и клубнеплодных культур с высоким содержанием крахмала или инулина,"Растениеводство и животноводство, охота и предоставление соответствующих услуг в этих областях",Удмуртская Республика,ПРИВОЛЖСКИЙ ФЕДЕРАЛЬНЫЙ ОКРУГ,41000.0,0.0,0.0,0.0,0.0,0.0,0.0,не может быть поручителем,6.240352331681801,0.8086823758352112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.8293203023928752,0.0,0.0,0.0,0.0,0.0,-2.6719210905012134,0.0,-3.858936787752712,0.0,0.0,0.0,0.0,0.0,-1.8043014445369647,0.0,0.0,0.0,0.0,0.0,-2.276470311759446,0.0,2.005739415471644,0.0,0.0,2.734732122912796,2.2814506678337785,1.850697686571583,0.0,0.0,0.0
21338,1000022247,26.11.1,Производство электронных вакуумных ламп и трубок и прочих электронных вакуумных приборов,"Производство компьютеров, электронных и оптических изделий",Саратовская область,ПРИВОЛЖСКИЙ ФЕДЕРАЛЬНЫЙ ОКРУГ,0.0,245117.5,0.59,53666009.67,0.0,109212589.74,18012619.86,не может быть поручителем,0.0,0.8086823758352112,0.0,0.0,0.0,0.0,-2.646302030096681,0.0,0.0,-0.7801276363997051,-2.8293203023928752,-2.3252280164928223,-2.068792453368104,0.0,0.0,0.0,-2.6719210905012134,0.0,-3.858936787752712,0.0,-2.177362143635184,-1.684782569007319,0.0,-1.5319933991216397,0.0,0.0,0.0,0.0,0.0,0.0,1.172736024440367,0.0,2.005739415471644,0.703867428758658,1.1721349848971097,0.0,-3.117088918400753,1.850697686571583,-4.528468736257782,-4.59145224664486,-3.196900622640974
765757,1000780911,72.1,Научные исследования и разработки в области естественных и технических наук,Научные исследования и разработки,Московская область,ЦЕНТРАЛЬНЫЙ ФЕДЕРАЛЬНЫЙ ОКРУГ,0.0,6011376.6,0.07,981840371.67,0.0,200538459.65,1637346.65,не может быть поручителем,0.0,0.8086823758352112,0.0,0.0,-0.9502469412940634,0.0,-2.646302030096681,0.0,0.0,0.0,0.0,1.1042685244517596,-2.068792453368104,0.0,0.0,0.0,-2.6719210905012134,0.0,-3.858936787752712,0.0,-2.177362143635184,-1.684782569007319,0.0,-1.5319933991216397,0.0,0.0,0.0,0.0,0.0,0.0,-2.276470311759446,0.0,2.005739415471644,0.0,1.1721349848971097,0.0,0.0,-2.580589165577194,-4.528468736257782,-4.59145224664486,-3.196900622640974
143938,1000147352,26.11,Производство элементов электронной аппаратуры,"Производство компьютеров, электронных и оптических изделий",Новосибирская область,СИБИРСКИЙ ФЕДЕРАЛЬНЫЙ ОКРУГ,0.0,17397025.0,0.06,518874296.0,0.0,314028023.86,37889044.13,не может быть поручителем,0.0,0.8086823758352112,0.0,0.0,0.0,0.0,-2.646302030096681,0.0,0.0,0.0,-2.8293203023928752,0.0,2.190160505434645,0.0,0.0,0.0,0.0,0.0,-3.858936787752712,0.0,-2.177362143635184,-1.684782569007319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.276470311759446,0.0,2.005739415471644,0.0,0.0,2.734732122912796,-3.117088918400753,-2.580589165577194,-4.528468736257782,-4.59145224664486,-3.196900622640974
168272,1000172107,30.30.3,"Производство вертолетов, самолетов и прочих летательных аппаратов",Производство прочих транспортных средств и оборудования,Московская область,ЦЕНТРАЛЬНЫЙ ФЕДЕРАЛЬНЫЙ ОКРУГ,497949704.8,313646480.8,0.08,1206566854.33,3091000.0,1179703005.3,2084889065.11,171706794.75862077,48.34018258251067,0.8086823758352112,0.0,0.0,0.5613773961638217,0.0,-2.646302030096681,0.0,0.0,0.0,-2.8293203023928752,-2.3252280164928223,0.0,0.0,0.0,0.0,-2.6719210905012134,0.0,-3.858936787752712,0.0,-2.177362143635184,-1.684782569007319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.172736024440367,0.0,2.005739415471644,0.0,0.0,0.0,-3.117088918400753,-2.580589165577194,-4.528468736257782,-4.59145224664486,-3.196900622640974
1,1000000002,43.33,Работы по устройству покрытий полов и облицовке стен,Работы строительные специализированные,Республика Татарстан,ПРИВОЛЖСКИЙ ФЕДЕРАЛЬНЫЙ ОКРУГ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,не может быть поручителем,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.858936787752712,0.0,0.0,0.0,0.0,0.0,0.0,1.0094676012019006,0.0,0.0,0.0,0.0,-2.276470311759446,0.0,0.0,0.0,0.0,2.734732122912796,0.0,1.850697686571583,0.0,0.0,0.0
2,1000000003,41.20,Строительство жилых и нежилых зданий,Строительство зданий,Красноярский край,СИБИРСКИЙ ФЕДЕРАЛЬНЫЙ ОКРУГ,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,не может быть поручителем,6.740940979007901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.858936787752712,0.0,0.0,0.0,0.0,0.0,0.0,1.0094676012019006,0.0,0.0,0.0,0.0,-2.276470311759446,0.0,0.0,0.0,0.0,2.734732122912796,2.2814506678337785,1.850697686571583,0.0,0.0,0.0
3,1000000004,43.33,Работы по устройству покрытий полов и облицовке стен,Работы строительные специализированные,Пермский край,ПРИВОЛЖСКИЙ ФЕДЕРАЛЬНЫЙ ОКРУГ,1131998.6,139998.6,0.03,1278333.33,197000.0,0.0,0.0,390344.34482758626,19.48774828695793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.858936787752712,0.0,0.0,0.0,0.0,0.0,0.0,1.0094676012019006,0.0,0.0,0.0,0.0,-2.276470311759446,0.0,0.0,0.0,0.0,0.0,-3.117088918400753,1.850697686571583,-4.528468736257782,-4.59145224664486,0.0
4,1000000005,41.20,Строительство жилых и нежилых зданий,Строительство зданий,Забайкальский край,ДАЛЬНЕВОСТОЧНЫЙ ФЕДЕРАЛЬНЫЙ ОКРУГ,861.0,861.0,0.07,0.0,0.0,0.0,0.0,не может быть поручителем,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.6719210905012134,0.0,-3.858936787752712,0.0,0.0,0.0,0.0,0.0,0.0,1.0094676012019006,0.0,0.0,0.0,0.0,-2.276470311759446,0.0,0.0,0.0,0.0,2.734732122912796,2.2814506678337785,1.850697686571583,-4.528468736257782,-4.59145224664486,0.0
5,1000000006,96.02,Предоставление услуг парикмахерскими и салонами красоты,Деятельность по предоставлению прочих персональных услуг,Челябинская область,УРАЛЬСКИЙ ФЕДЕРАЛЬНЫЙ ОКРУГ,0.0,0.0,0.0,144333.33,0.0,141.89,0.0,не может быть поручителем,0.0,0.8086823758352112,0.0,0.0,0.0,0.0,-2.646302030096681,0.0,-1.8240556519999087,0.0,0.0,0.0,2.190160505434645,0.0,0.0,0.0,0.0,0.0,-3.858936787752712,0.0,0.0,0.0,0.0,0.0,0.0,1.0094676012019006,0.0,0.0,0.0,0.0,-2.276470311759446,0.0,0.0,0.0,0.0,0.0,0.0,1.850697686571583,-4.528468736257782,-4.59145224664486,0.0
6,1000000008,43.3,Работы строительные отделочные,Работы строительные специализированные,Красноярский край,СИБИРСКИЙ ФЕДЕРАЛЬНЫЙ ОКРУГ,0.0,0.0,0.0,1375.0,0.0,2125.0,2000.0,не может быть поручителем,0.0,0.8086823758352112,0.0,0.0,0.0,0.0,-2.646302030096681,0.0,0.0,0.0,-2.8293203023928752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.858936787752712,0.0,0.0,0.0,0.0,0.0,0.0,1.0094676012019006,0.0,0.0,0.0,0.0,-2.276470311759446,0.0,0.0,0.0,0.0,0.0,0.0,1.850697686571583,0.0,0.0,-3.196900622640974
7,1000000009,13.92,"Производство готовых текстильных изделий, кроме одежды",Производство текстильных изделий,Кемеровская область - Кузбасс,СИБИРСКИЙ ФЕДЕРАЛЬНЫЙ ОКРУГ,0.0,0.0,0.0,19840.85,0.0,0.0,59522.54,не может быть поручителем,0.0,0.8086823758352112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.858936787752712,0.0,0.0,0.0,0.0,0.0,-1.8043014445369647,1.0094676012019006,0.0,0.0,0.0,0.0,-2.276470311759446,0.0,0.0,0.0,0.0,0.0,0.0,1.850697686571583,0.0,0.0,0.0
8,1000000010,43.21,Производство электромонтажных работ,Работы строительные специализированные,Липецкая область,ЦЕНТРАЛЬНЫЙ ФЕДЕРАЛЬНЫЙ ОКРУГ,1310778.3,275778.3,0.3,285000.0,847000.0,0.0,0.0,451992.51724137936,25.221323291140585,0.8086823758352112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.190160505434645,0.0,0.0,0.0,0.0,0.0,-3.858936787752712,0.0,0.0,0.0,0.0,0.0,0.0,1.0094676012019006,0.0,0.0,0.0,0.0,-2.276470311759446,0.0,0.0,0.0,0.0,2.734732122912796,-3.117088918400753,1.850697686571583,-4.528468736257782,-4.59145224664486,0.0
9,1000000011,43.29,Производство прочих строительно-монтажных работ,Работы строительные специализированные,город Москва,ЦЕНТРАЛЬНЫЙ ФЕДЕРАЛЬНЫЙ ОКРУГ,3211587.12,3934425.6,0.08,14980085.33,68000.0,408781.66,382056.82,1107443.8344827588,21.228601760294524,0.8086823758352112,0.0,0.0,0.0,0.0,-2.646302030096681,0.0,-1.8240556519999087,0.0,-2.8293203023928752,1.1042685244517596,2.190160505434645,0.0,0.0,-2.6429645709531853,-2.6719210905012134,0.0,-3.858936787752712,0.0,0.0,0.0,0.0,0.0,0.0,1.0094676012019006,0.0,0.0,0.0,0.0,1.172736024440367,0.0,0.0,0.0,0.0,0.0,-3.117088918400753,1.850697686571583,-4.528468736257782,-4.59145224664486,-3.196900622640974
10,1000000012,28.25,Производство промышленного холодильного и вентиляционного оборудования,"Производство машин и оборудования, не включенных в другие группировки",Новосибирская область,СИБИРСКИЙ ФЕДЕРАЛЬНЫЙ ОКРУГ,4835914.3,943914.3,0.05,2578848.0,1294000.0,0.0,0.0,1667556.6551724137,44.2358910136235,0.8086823758352112,0.0,0.0,0.5613773961638217,0.0,0.0,0.0,0.0,0.0,0.0,1.1042685244517596,2.190160505434645,0.0,0.0,-2.6429645709531853,-2.6719210905012134,0.0,-3.858936787752712,0.0,0.0,0.0,0.0,0.0,0.0,1.0094676012019006,0.0,0.0,0.0,0.0,-2.276470311759446,0.0,0.0,0.0,0.0,0.0,2.2814506678337785,1.850697686571583,-4.528468736257782,-4.59145224664486,0.0
11,1000000013,43.11,Разборка и снос зданий,Работы строительные специализированные,Красноярский край,СИБИРСКИЙ ФЕДЕРАЛЬНЫЙ ОКРУГ,861.0,861.0,0.0,0.0,0.0,0.0,0.0,не может быть поручителем,0.0,0.8086823758352112,0.0,0.0,0.0,0.0,0.0,0.0,-1.8240556519999087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.858936787752712,0.0,0.0,0.0,0.0,0.0,-1.8043014445369647,1.0094676012019006,0.0,0.0,0.0,0.0,-2.276470311759446,0.0,0.0,0.0,0.0,2.734732122912796,0.0,1.850697686571583,0.0,0.0,0.0
12,1000000014,10.81,Производство сахара,Производство пищевых продуктов,Ульяновская область,ПРИВОЛЖСКИЙ ФЕДЕРАЛЬНЫЙ ОКРУГ,2498186299.8,4440486.2,0.36,0.0,938960000.0,0.0,0.0,861443551.6551725,71.34055369737148,0.8086823758352112,0.0,0.0,-0.9502469412940634,0.0,0.0,0.0,0.0,0.0,0.0,-2.3252280164928223,0.0,0.0,0.0,0.0,0.0,0.0,-3.858936787752712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.172736024440367,0.0,2.005739415471644,0.0,1.1721349848971097,2.734732122912796,2.2814506678337785,-2.580589165577194,-4.528468736257782,-4.59145224664486,0.0
13,1000000015,41.20,Строительство жилых и нежилых зданий,Строительство зданий,Республика Татарстан,ПРИВОЛЖСКИЙ ФЕДЕРАЛЬНЫЙ ОКРУГ,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,не может быть поручителем,6.740940979007901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.858936787752712,0.0,0.0,0.0,0.0,0.0,0.0,1.0094676012019006,0.0,0.0,0.0,0.0,-2.276470311759446,0.0,0.0,0.0,0.0,2.734732122912796,2.2814506678337785,1.850697686571583,0.0,0.0,0.0
14,1000000016,41.20,Строительство жилых и нежилых зданий,Строительство зданий,Рязанская область,ЦЕНТРАЛЬНЫЙ ФЕДЕРАЛЬНЫЙ ОКРУГ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,не может быть поручителем,0.0,0.8086823758352112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.858936787752712,0.0,0.0,0.0,0.0,0.0,0.0,1.0094676012019006,0.0,0.0,0.0,0.0,-2.276470311759446,0.0,0.0,0.0,0.0,0.0,0.0,1.850697686571583,0.0,0.0,0.0
15,1000000018,09.10.9,Предоставление прочих услуг в области добычи нефти и природного газа,Предоставление услуг в области добычи полезных ископаемых,Астраханская область,ЮЖНЫЙ ФЕДЕРАЛЬНЫЙ ОКРУГ,0.0,567517.9,0.04,4560333.33,0.0,248101.56,13123297.06,не может быть поручителем,0.0,0.8086823758352112,0.0,0.0,0.0,0.0,-2.646302030096681,0.0,0.0,0.0,-2.8293203023928752,0.0,-2.068792453368104,0.0,0.0,0.0,0.0,0.0,-3.858936787752712,0.0,0.0,0.0,0.0,0.0,0.0,1.0094676012019006,0.0,0.0,0.0,0.0,-2.276470311759446,0.0,2.005739415471644,0.0,0.0,2.734732122912796,0.0,1.850697686571583,-4.528468736257782,-4.59145224664486,-3.196900622640974
16,1000000019,32.12,Производство ювелирных изделий и аналогичных изделий,Производство прочих готовых изделий,Краснодарский край,ЮЖНЫЙ ФЕДЕРАЛЬНЫЙ ОКРУГ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,не может быть поручителем,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.858936787752712,0.0,0.0,0.0,0.0,0.0,0.0,1.0094676012019006,0.0,0.0,0.0,0.0,-2.276470311759446,0.0,0.0,0.0,0.0,0.0,0.0,1.850697686571583,0.0,0.0,0.0
17,1000000020,42.13,Строительство мостов и тоннелей,Строительство инженерных сооружений,город Москва,ЦЕНТРАЛЬНЫЙ ФЕДЕРАЛЬНЫЙ ОКРУГ,194379680.1,38021880.1,0.46,7536947.0,18577000.0,0.0,0.0,67027475.89655172,63.20247114486715,0.8086823758352112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.6429645709531853,-2.6719210905012134,0.0,-3.858936787752712,0.0,0.0,0.0,0.0,0.0,0.0,1.0094676012019006,0.0,0.4861940206156024,0.0,0.0,-2.276470311759446,0.0,0.0,0.0,0.0,2.734732122912796,-3.117088918400753,1.850697686571583,-4.528468736257782,-4.59145224664486,0.0
18,1000000022,43.99.6,Работы каменные и кирпичные,Работы строительные специализированные,город Москва,ЦЕНТРАЛЬНЫЙ ФЕДЕРАЛЬНЫЙ ОКРУГ,14239295.63,3236843.4,0.05,18636666.67,0.0,598606.56,2256941.21,4910101.941379311,45.24501988356224,0.8086823758352112,0.0,0.0,0.0,0.0,-2.646302030096681,0.0,-1.8240556519999087,0.0,-2.8293203023928752,0.0,0.0,0.0,0.0,0.0,-2.6719210905012134,0.0,-3.858936787752712,0.0,0.0,0.0,0.0,0.0,0.0,1.0094676012019006,0.0,0.0,0.0,0.0,-2.276470311759446,0.0,0.0,0.0,0.0,0.0,0.0,1.850697686571583,-4.528468736257782,-4.59145224664486,-3.196900622640974
19,1000000023,22.19,Производство прочих резиновых изделий,Производство резиновых и пластмассовых изделий,Пермский край,ПРИВОЛЖСКИЙ ФЕДЕРАЛЬНЫЙ ОКРУГ,3291113.1,6113.1,0.0,0.0,506000.0,0.0,0.0,1134866.5862068967,41.40924574037248,0.8086823758352112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1042685244517596,2.190160505434645,0.0,0.0,-2.6429645709531853,-2.6719210905012134,0.0,-3.858936787752712,0.0,0.0,0.0,0.0,0.0,0.0,1.0094676012019006,0.0,0.0,0.0,0.0,-2.276470311759446,0.0,0.0,0.0,0.0,2.734732122912796,2.2814506678337785,1.850697686571583,-4.528468736257782,-4.59145224664486,0.0
20,1000000024,01.11.1,Выращивание зерновых культур,"Растениеводство и животноводство, охота и предоставление соответствующих услуг в этих областях",Волгоградская область,ЮЖНЫЙ ФЕДЕРАЛЬНЫЙ ОКРУГ,14809173.82,216261.7,1.0,13293.19,44000.0,18879.56,21000.0,5106611.662068966,81.54562590045091,0.8086823758352112,0.0,0.0,0.0,0.0,-2.646302030096681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.916256425904387,0.0,0.0,0.0,0.0,0.0,0.0,1.0094676012019006,0.0,0.0,0.0,0.0,-2.276470311759446,0.0,2.005739415471644,0.0,0.0,2.734732122912796,2.2814506678337785,1.850697686571583,2.046855697165502,1.814516249410234,0.0
21,1000000025,41.20,Строительство жилых и нежилых зданий,Строительство зданий,город Санкт-Петербург,СЕВЕРО-ЗАПАДНЫЙ ФЕДЕРАЛЬНЫЙ ОКРУГ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,не может быть поручителем,1.740940979007901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.858936787752712,0.0,0.0,0.0,0.0,0.0,0.0,1.0094676012019006,0.0,0.0,0.0,0.0,-2.276470311759446,0.0,0.0,0.0,0.0,2.734732122912796,2.2814506678337785,1.850697686571583,0.0,0.0,0.0
22,1000000026,07.29.41,"Добыча руд и песков драгоценных металлов (золота, серебра и металлов платиновой группы)",Добыча металлических руд,Забайкальский край,ДАЛЬНЕВОСТОЧНЫЙ ФЕДЕРАЛЬНЫЙ ОКРУГ,86.1,86.1,0.0,217524.0,0.0,0.0,0.0,не может быть поручителем,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.858936787752712,0.0,0.0,0.0,0.0,0.0,0.0,1.0094676012019006,0.0,0.0,0.0,0.0,-2.276470311759446,0.0,0.0,0.0,0.0,0.0,0.0,1.850697686571583,-4.528468736257782,-4.59145224664486,0.0
23,1000000027,41.20,Строительство жилых и нежилых зданий,Строительство зданий,город Санкт-Петербург,СЕВЕРО-ЗАПАДНЫЙ ФЕДЕРАЛЬНЫЙ ОКРУГ,0.0,0.0,0.0,2400.0,0.0,200.0,7000.0,не может быть поручителем,0.0,0.8086823758352112,0.0,0.0,0.0,0.0,-2.646302030096681,0.0,-1.8240556519999087,0.0,-2.8293203023928752,0.0,-2.068792453368104,0.0,0.0,0.0,0.0,0.0,-3.858936787752712,0.0,0.0,0.0,0.0,0.0,0.0,1.0094676012019006,0.0,0.0,0.0,0.0,-2.276470311759446,0.0,0.0,0.0,0.0,0.0,0.0,1.850697686571583,0.0,0.0,0.0
24,1000000028,43.99,"Работы строительные специализированные прочие, не включенные в другие группировки",Работы строительные специализированные,Ханты-Мансийский АО - Югра,УРАЛЬСКИЙ ФЕДЕРАЛЬНЫЙ ОКРУГ,0.0,0.0,0.0,3333.33,0.0,0.0,10000.0,не может быть поручителем,0.0,0.8086823758352112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.858936787752712,0.0,0.0,0.0,0.0,0.0,-1.8043014445369647,1.0094676012019006,0.0,0.0,0.0,0.0,-2.276470311759446,0.0,0.0,0.0,0.0,0.0,0.0,1.850697686571583,-4.528468736257782,0.0,0.0
25,1000000029,41.20,Строительство жилых и нежилых зданий,Строительство зданий,Московская область,ЦЕНТРАЛЬНЫЙ ФЕДЕРАЛЬНЫЙ ОКРУГ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,не может быть поручителем,0.0,0.8086823758352112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.858936787752712,0.0,0.0,0.0,0.0,0.0,0.0,1.0094676012019006,0.0,0.0,0.0,0.0,-2.276470311759446,0.0,0.0,0.0,0.0,0.0,0.0,1.850697686571583,0.0,0.0,0.0
26,1000000030,01.11,"Выращивание зерновых (кроме риса), зернобобовых культур и семян масличных культур","Растениеводство и животноводство, охота и предоставление соответствующих услуг в этих областях",г. Севастополь,ЮЖНЫЙ ФЕДЕРАЛЬНЫЙ ОКРУГ,547172.2,80172.2,0.32,19000.0,0.0,0.0,0.0,не может быть поручителем,13.350466543297436,0.8086823758352112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.068792453368104,0.0,0.0,0.0,0.0,0.0,-3.858936787752712,0.0,0.0,0.0,0.0,0.0,0.0,1.0094676012019006,0.0,0.0,0.0,0.0,-2.276470311759446,0.0,2.005739415471644,0.0,0.0,0.0,0.0,1.850697686571583,-4.528468736257782,-4.59145224664486,0.0
27,1000000031,35.30.3,Распределение пара и горячей воды (тепловой энергии),"Обеспечение электрической энергией, газом и паром; кондиционирование воздуха",Хабаровский край,ДАЛЬНЕВОСТОЧНЫЙ ФЕДЕРАЛЬНЫЙ ОКРУГ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,не может быть поручителем,0.0,0.8086823758352112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.858936787752712,0.0,0.0,0.0,0.0,0.0,-1.8043014445369647,1.0094676012019006,0.0,0.0,0.0,0.0,-2.276470311759446,0.0,0.0,0.0,0.0,0.0,0.0,1.850697686571583,0.0,0.0,0.0
28,1000000032,29.1,Производство автотранспортных средств,"Производство автотранспортных средств, прицепов и полуприцепов",Челябинская область,УРАЛЬСКИЙ ФЕДЕРАЛЬНЫЙ ОКРУГ,0.0,0.0,0.0,27721451.77,0.0,0.0,83142032.32,не может быть поручителем,0.0,0.8086823758352112,0.0,0.0,0.0,0.0,0.0,0.0,-1.8240556519999087,0.0,0.0,0.0,-2.068792453368104,0.0,0.0,0.0,-2.6719210905012134,0.0,-3.858936787752712,0.0,0.0,0.0,0.0,0.0,0.0,1.0094676012019006,0.0,0.0,-0.2589808416549189,0.0,-2.276470311759446,0.0,0.0,0.0,0.0,0.0,0.0,1.850697686571583,-4.528468736257782,0.0,0.0
29,1000000033,42.99,"Строительство прочих инженерных сооружений, не включенных в другие группировки",Строительство инженерных сооружений,Владимирская область,ЦЕНТРАЛЬНЫЙ ФЕДЕРАЛЬНЫЙ ОКРУГ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,не может быть поручителем,0.0,0.8086823758352112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.858936787752712,0.0,0.0,0.0,0.0,0.0,0.0,1.0094676012019006,0.0,0.0,0.0,0.0,-2.276470311759446,0.0,0.0,0.0,0.0,0.0,0.0,1.850697686571583,0.0,0.0,0.0
30,1000000034,42.21,"Строительство инженерных коммуникаций для водоснабжения и водоотведения, газоснабжения",Строительство инженерных сооружений,Тверская область,ЦЕНТРАЛЬНЫЙ ФЕДЕРАЛЬНЫЙ ОКРУГ,8250790.78,1403690.2,0.05,4051340.67,934000.0,0.0,499.42,2845100.2689655176,40.103733009841534,0.8086823758352112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1042685244517596,0.0,0.0,0.0,-2.6429645709531853,-2.6719210905012134,0.0,-3.858936787752712,0.0,0.0,0.0,0.0,0.0,0.0,1.0094676012019006,0.0,0.0,0.0,0.0,1.172736024440367,0.0,0.0,0.0,0.0,0.0,-3.117088918400753,-2.580589165577194,-4.528468736257782,-4.59145224664486,0.0
31,1000000035,01.41,"Разведение молочного крупного рогатого скота, производство сырого молока","Растениеводство и животноводство, охота и предоставление соответствующих услуг в этих областях",Чеченская Республика,СЕВЕРО-КАВКАЗСКИЙ ФЕДЕРАЛЬНЫЙ ОКРУГ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,не может быть поручителем,0.0,0.8086823758352112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.068792453368104,0.0,0.0,0.0,0.0,0.0,-3.858936787752712,0.0,0.0,0.0,0.0,0.0,0.0,1.0094676012019006,0.0,0.0,0.0,0.0,-2.276470311759446,0.0,0.0,0.0,0.0,0.0,0.0,1.850697686571583,0.0,0.0,0.0
